mesh name,type,free boundary,flipping order,flip iteration,flips / start iterations,energy,time,hop
fig9.obj,3,0,greedy,3,6676,0.651563,6232,-1
fig9.obj,3,0,greedy,4,2181,0.651537,6243,-1
fig9.obj,3,0,greedy,5,688,0.651528,6241,-1
fig9.obj,3,0,greedy,6,187,0.651524,6246,-1
fig9.obj,3,0,greedy,7,60,0.651524,6232,-1
fig9.obj,3,0,greedy,8,19,0.651524,6229,-1
fig9.obj,3,0,greedy,9,2,0.651524,6272,-1
fig9.obj,3,0,greedy,10,1,0.651524,6250,-1
fig9.obj,3,0,greedy,11,1,0.651524,6445,-1
fig9.obj,3,0,greedy,12,1,0.651524,6434,-1
fig9.obj,3,0,greedy,13,0,0.651524,6420,-1
fig9.obj,3,0,random,0,-1,0.652418,-1,-1
fig9.obj,3,0,random,1,55096,0.651659,6154,-1
fig9.obj,3,0,random,2,12649,0.651549,6451,-1
fig9.obj,3,0,random,3,2118,0.651527,6537,-1
fig9.obj,3,0,random,4,259,0.651524,6536,-1
fig9.obj,3,0,random,5,21,0.651524,6551,-1
fig9.obj,3,0,random,6,0,0.651524,6533,-1
fig9.obj,3,0,heuristic,0,-1,0.652418,-1,-1
fig9.obj,3,0,heuristic,1,43500,0.651805,6545,-1
fig9.obj,3,0,heuristic,2,16917,0.651628,6475,-1
fig9.obj,3,0,heuristic,3,6676,0.651563,6491,-1
fig9.obj,3,0,heuristic,4,2181,0.651537,6510,-1
fig9.obj,3,0,heuristic,5,688,0.651528,6529,-1
fig9.obj,3,0,heuristic,6,187,0.651524,6505,-1
fig9.obj,3,0,heuristic,7,60,0.651524,6510,-1
fig9.obj,3,0,heuristic,8,19,0.651524,6501,-1
fig9.obj,3,0,heuristic,9,2,0.651524,6498,-1
fig9.obj,3,0,heuristic,10,1,0.651524,6514,-1
fig9.obj,3,0,heuristic,11,1,0.651524,6500,-1
fig9.obj,3,0,heuristic,12,1,0.651524,6513,-1
fig9.obj,3,0,heuristic,13,0,0.651524,6499,-1
fig9.obj,4,0,edge order,0,1,2.53076,-1,1
fig9.obj,4,0,edge order,1,53087,2.53021,7832,1
fig9.obj,4,0,edge order,2,12105,2.53013,8115,1
fig9.obj,4,0,edge order,3,1455,2.53013,8178,1
fig9.obj,4,0,edge order,4,108,2.53012,8200,1
fig9.obj,4,0,edge order,5,10,2.53012,8180,1
fig9.obj,4,0,edge order,6,0,2.53012,8188,1
fig9.obj,4,0,greedy,0,1,2.53076,-1,1
fig9.obj,4,0,greedy,1,42444,2.53031,8392,1
fig9.obj,4,0,greedy,2,15761,2.53019,8225,1
fig9.obj,4,0,greedy,3,5864,2.53015,8234,1
fig9.obj,4,0,greedy,4,1969,2.53013,8228,1
fig9.obj,4,0,greedy,5,623,2.53013,8233,1
fig9.obj,4,0,greedy,6,189,2.53013,8253,1
fig9.obj,4,0,greedy,7,67,2.53012,8213,1
fig9.obj,4,0,greedy,8,18,2.53012,8224,1
fig9.obj,4,0,greedy,9,5,2.53012,8218,1
fig9.obj,4,0,greedy,10,2,2.53012,8229,1
fig9.obj,4,0,greedy,11,0,2.53012,8218,1
fig9.obj,4,0,random,0,1,2.53076,-1,1
fig9.obj,4,0,random,1,52731,2.53021,8059,1
fig9.obj,4,0,random,2,11846,2.53014,8318,1
fig9.obj,4,0,random,3,1994,2.53013,8398,1
fig9.obj,4,0,random,4,303,2.53013,8395,1
fig9.obj,4,0,random,5,27,2.53012,8395,1
fig9.obj,4,0,random,6,4,2.53012,8388,1
fig9.obj,4,0,random,7,1,2.53012,8399,1
fig9.obj,4,0,random,8,0,2.53012,8384,1
fig9.obj,4,0,heuristic,0,1,2.53076,-1,1
fig9.obj,4,0,heuristic,1,42444,2.53031,8500,1
fig9.obj,4,0,heuristic,2,15761,2.53019,8331,1
fig9.obj,4,0,heuristic,3,5864,2.53015,8311,1
fig9.obj,4,0,heuristic,4,1969,2.53013,8328,1
fig9.obj,4,0,heuristic,5,623,2.53013,8334,1
fig9.obj,4,0,heuristic,6,189,2.53013,8330,1
fig9.obj,4,0,heuristic,7,67,2.53012,8338,1
fig9.obj,4,0,heuristic,8,18,2.53012,8335,1
fig9.obj,4,0,heuristic,9,5,2.53012,8334,1
fig9.obj,4,0,heuristic,10,2,2.53012,8334,1
fig9.obj,4,0,heuristic,11,0,2.53012,8322,1
fig9.obj,4,0,edge order,0,3,2.53069,-1,3
fig9.obj,4,0,edge order,1,52356,2.53016,7838,3
fig9.obj,4,0,edge order,2,11845,2.53008,8114,3
fig9.obj,4,0,edge order,3,1415,2.53007,8155,3
fig9.obj,4,0,edge order,4,114,2.53007,8163,3
fig9.obj,4,0,edge order,5,15,2.53007,8168,3
fig9.obj,4,0,edge order,6,0,2.53007,8158,3
fig9.obj,4,0,greedy,0,3,2.53069,-1,3
fig9.obj,4,0,greedy,1,41915,2.53025,8379,3
fig9.obj,4,0,greedy,2,15477,2.53013,8213,3
fig9.obj,4,0,greedy,3,5720,2.53009,8210,3
fig9.obj,4,0,greedy,4,1911,2.53007,8201,3
fig9.obj,4,0,greedy,5,584,2.53007,8202,3
fig9.obj,4,0,greedy,6,175,2.53007,8210,3
fig9.obj,4,0,greedy,7,61,2.53007,8203,3
fig9.obj,4,0,greedy,8,17,2.53007,8206,3
fig9.obj,4,0,greedy,9,4,2.53007,8206,3
fig9.obj,4,0,greedy,10,2,2.53007,8213,3
fig9.obj,4,0,greedy,11,0,2.53007,8204,3
fig9.obj,4,0,random,0,3,2.53069,-1,3
fig9.obj,4,0,random,1,52043,2.53015,8086,3
fig9.obj,4,0,random,2,11514,2.53008,8315,3
fig9.obj,4,0,random,3,1935,2.53007,8378,3
fig9.obj,4,0,random,4,241,2.53007,8384,3
fig9.obj,4,0,random,5,34,2.53007,8383,3
fig9.obj,4,0,random,6,2,2.53007,8407,3
fig9.obj,4,0,random,7,0,2.53007,8381,3
fig9.obj,4,0,heuristic,0,3,2.53069,-1,3
fig9.obj,4,0,heuristic,1,41915,2.53025,8504,3
fig9.obj,4,0,heuristic,2,15477,2.53013,8330,3
fig9.obj,4,0,heuristic,3,5720,2.53009,8327,3
fig9.obj,4,0,heuristic,4,1911,2.53007,8323,3
fig9.obj,4,0,heuristic,5,584,2.53007,8325,3
fig9.obj,4,0,heuristic,6,175,2.53007,8328,3
fig9.obj,4,0,heuristic,7,61,2.53007,8320,3
fig9.obj,4,0,heuristic,8,17,2.53007,8319,3
fig9.obj,4,0,heuristic,9,4,2.53007,8319,3
fig9.obj,4,0,heuristic,10,2,2.53007,8325,3
fig9.obj,4,0,heuristic,11,0,2.53007,8326,3
fig9.obj,4,0,edge order,0,10,2.53069,-1,10
fig9.obj,4,0,edge order,1,51771,2.53016,7849,10
fig9.obj,4,0,edge order,2,11623,2.53008,8093,10
fig9.obj,4,0,edge order,3,1360,2.53007,8146,10
fig9.obj,4,0,edge order,4,108,2.53007,8158,10
fig9.obj,4,0,edge order,5,14,2.53007,8160,10
fig9.obj,4,0,edge order,6,0,2.53007,8153,10
fig9.obj,4,0,greedy,0,10,2.53069,-1,10
fig9.obj,4,0,greedy,1,41546,2.53025,8358,10
fig9.obj,4,0,greedy,2,15241,2.53013,8177,10
fig9.obj,4,0,greedy,3,5555,2.53009,8176,10
fig9.obj,4,0,greedy,4,1866,2.53007,8194,10
fig9.obj,4,0,greedy,5,569,2.53007,8189,10
fig9.obj,4,0,greedy,6,170,2.53007,8198,10
fig9.obj,4,0,greedy,7,61,2.53007,8204,10
fig9.obj,4,0,greedy,8,20,2.53007,8195,10
fig9.obj,4,0,greedy,9,5,2.53007,8194,10
fig9.obj,4,0,greedy,10,3,2.53007,8196,10
fig9.obj,4,0,greedy,11,0,2.53007,8211,10
fig9.obj,4,0,random,0,10,2.53069,-1,10
fig9.obj,4,0,random,1,51494,2.53015,8069,10
fig9.obj,4,0,random,2,11285,2.53008,8323,10
fig9.obj,4,0,random,3,1850,2.53007,8377,10
fig9.obj,4,0,random,4,266,2.53007,8380,10
fig9.obj,4,0,random,5,26,2.53007,8361,10
fig9.obj,4,0,random,6,3,2.53007,8363,10
fig9.obj,4,0,random,7,0,2.53007,8380,10
fig9.obj,4,0,heuristic,0,10,2.53069,-1,10
fig9.obj,4,0,heuristic,1,41546,2.53025,8494,10
fig9.obj,4,0,heuristic,2,15241,2.53013,8340,10
fig9.obj,4,0,heuristic,3,5555,2.53009,8306,10
fig9.obj,4,0,heuristic,4,1866,2.53007,8320,10
fig9.obj,4,0,heuristic,5,569,2.53007,8310,10
fig9.obj,4,0,heuristic,6,170,2.53007,8324,10
fig9.obj,4,0,heuristic,7,61,2.53007,8306,10
fig9.obj,4,0,heuristic,8,20,2.53007,8322,10
fig9.obj,4,0,heuristic,9,5,2.53007,8325,10
fig9.obj,4,0,heuristic,10,3,2.53007,8315,10
fig9.obj,4,0,heuristic,11,0,2.53007,8320,10
fig9.obj,4,1,edge order,0,1,0.285001,-1,1
fig9.obj,4,1,edge order,1,53720,0.284907,7748,1
fig9.obj,4,1,edge order,2,12244,0.284896,7916,1
fig9.obj,4,1,edge order,3,1631,0.284895,7966,1
fig9.obj,4,1,edge order,4,165,0.284895,7947,1
fig9.obj,4,1,edge order,5,10,0.284895,7958,1
fig9.obj,4,1,edge order,6,0,0.284895,7963,1
fig9.obj,4,1,greedy,0,1,0.285001,-1,1
fig9.obj,4,1,greedy,1,43085,0.284922,8356,1
fig9.obj,4,1,greedy,2,15698,0.284904,8087,1
fig9.obj,4,1,greedy,3,5884,0.284898,8026,1
fig9.obj,4,1,greedy,4,2149,0.284896,8018,1
fig9.obj,4,1,greedy,5,678,0.284895,8013,1
fig9.obj,4,1,greedy,6,246,0.284895,8008,1
fig9.obj,4,1,greedy,7,70,0.284895,8009,1
fig9.obj,4,1,greedy,8,18,0.284895,7996,1
fig9.obj,4,1,greedy,9,6,0.284895,7992,1
fig9.obj,4,1,greedy,10,0,0.284895,7989,1
fig9.obj,4,1,random,0,1,0.285001,-1,1
fig9.obj,4,1,random,1,53356,0.284906,7951,1
fig9.obj,4,1,random,2,11825,0.284897,8127,1
fig9.obj,4,1,random,3,2171,0.284895,8179,1
fig9.obj,4,1,random,4,336,0.284895,8172,1
fig9.obj,4,1,random,5,54,0.284895,8176,1
fig9.obj,4,1,random,6,9,0.284895,8165,1
fig9.obj,4,1,random,7,2,0.284895,8165,1
fig9.obj,4,1,random,8,0,0.284895,8178,1
fig9.obj,4,1,heuristic,0,1,0.285001,-1,1
fig9.obj,4,1,heuristic,1,43085,0.284922,8483,1
fig9.obj,4,1,heuristic,2,15698,0.284904,8191,1
fig9.obj,4,1,heuristic,3,5884,0.284898,8137,1
fig9.obj,4,1,heuristic,4,2149,0.284896,8126,1
fig9.obj,4,1,heuristic,5,678,0.284895,8119,1
fig9.obj,4,1,heuristic,6,246,0.284895,8130,1
fig9.obj,4,1,heuristic,7,70,0.284895,8126,1
fig9.obj,4,1,heuristic,8,18,0.284895,8125,1
fig9.obj,4,1,heuristic,9,6,0.284895,8114,1
fig9.obj,4,1,heuristic,10,0,0.284895,8114,1
fig9.obj,4,1,edge order,0,3,0.282797,-1,3
fig9.obj,4,1,edge order,1,51044,0.282705,7740,3
fig9.obj,4,1,edge order,2,11211,0.282695,7902,3
fig9.obj,4,1,edge order,3,1378,0.282694,7951,3
fig9.obj,4,1,edge order,4,158,0.282694,7924,3
fig9.obj,4,1,edge order,5,8,0.282694,7941,3
fig9.obj,4,1,edge order,6,0,0.282694,7931,3
fig9.obj,4,1,greedy,0,3,0.282797,-1,3
fig9.obj,4,1,greedy,1,41384,0.282718,8338,3
fig9.obj,4,1,greedy,2,14566,0.282702,8055,3
fig9.obj,4,1,greedy,3,5250,0.282696,7988,3
fig9.obj,4,1,greedy,4,1803,0.282695,7969,3
fig9.obj,4,1,greedy,5,594,0.282694,7972,3
fig9.obj,4,1,greedy,6,190,0.282694,7969,3
fig9.obj,4,1,greedy,7,53,0.282694,7972,3
fig9.obj,4,1,greedy,8,10,0.282694,7977,3
fig9.obj,4,1,greedy,9,1,0.282694,7981,3
fig9.obj,4,1,greedy,10,0,0.282694,7973,3
fig9.obj,4,1,random,0,3,0.282797,-1,3
fig9.obj,4,1,random,1,50766,0.282706,7928,3
fig9.obj,4,1,random,2,10809,0.282695,8107,3
fig9.obj,4,1,random,3,1912,0.282694,8142,3
fig9.obj,4,1,random,4,300,0.282694,8157,3
fig9.obj,4,1,random,5,33,0.282694,8173,3
fig9.obj,4,1,random,6,3,0.282694,8160,3
fig9.obj,4,1,random,7,0,0.282694,8165,3
fig9.obj,4,1,heuristic,0,3,0.282797,-1,3
fig9.obj,4,1,heuristic,1,41384,0.282718,8487,3
fig9.obj,4,1,heuristic,2,14566,0.282702,8178,3
fig9.obj,4,1,heuristic,3,5250,0.282696,8122,3
fig9.obj,4,1,heuristic,4,1803,0.282695,8106,3
fig9.obj,4,1,heuristic,5,594,0.282694,8100,3
fig9.obj,4,1,heuristic,6,190,0.282694,8112,3
fig9.obj,4,1,heuristic,7,53,0.282694,8100,3
fig9.obj,4,1,heuristic,8,10,0.282694,8095,3
fig9.obj,4,1,heuristic,9,1,0.282694,8105,3
fig9.obj,4,1,heuristic,10,0,0.282694,8104,3
fig9.obj,4,1,edge order,0,10,0.281881,-1,10
fig9.obj,4,1,edge order,1,48399,0.281788,7741,10
fig9.obj,4,1,edge order,2,10246,0.281779,7890,10
fig9.obj,4,1,edge order,3,1215,0.281778,7928,10
fig9.obj,4,1,edge order,4,136,0.281777,7929,10
fig9.obj,4,1,edge order,5,7,0.281777,7931,10
fig9.obj,4,1,edge order,6,0,0.281777,7941,10
fig9.obj,4,1,greedy,0,10,0.281881,-1,10
fig9.obj,4,1,greedy,1,39552,0.2818,8345,10
fig9.obj,4,1,greedy,2,13482,0.281785,8065,10
fig9.obj,4,1,greedy,3,4737,0.281779,7993,10
fig9.obj,4,1,greedy,4,1579,0.281778,7967,10
fig9.obj,4,1,greedy,5,511,0.281778,7973,10
fig9.obj,4,1,greedy,6,184,0.281777,7969,10
fig9.obj,4,1,greedy,7,59,0.281777,7969,10
fig9.obj,4,1,greedy,8,16,0.281777,7980,10
fig9.obj,4,1,greedy,9,5,0.281777,7975,10
fig9.obj,4,1,greedy,10,0,0.281777,7981,10
fig9.obj,4,1,random,0,10,0.281881,-1,10
fig9.obj,4,1,random,1,48194,0.281788,7976,10
fig9.obj,4,1,random,2,9967,0.281779,8088,10
fig9.obj,4,1,random,3,1722,0.281778,8132,10
fig9.obj,4,1,random,4,266,0.281778,8137,10
fig9.obj,4,1,random,5,42,0.281778,8131,10
fig9.obj,4,1,random,6,3,0.281778,8132,10
fig9.obj,4,1,random,7,0,0.281778,8145,10
fig9.obj,4,1,heuristic,0,10,0.281881,-1,10
fig9.obj,4,1,heuristic,1,39552,0.2818,8487,10
fig9.obj,4,1,heuristic,2,13482,0.281785,8208,10
fig9.obj,4,1,heuristic,3,4737,0.281779,8129,10
fig9.obj,4,1,heuristic,4,1579,0.281778,8077,10
fig9.obj,4,1,heuristic,5,511,0.281778,8089,10
fig9.obj,4,1,heuristic,6,184,0.281777,8088,10
fig9.obj,4,1,heuristic,7,59,0.281777,8111,10
fig9.obj,4,1,heuristic,8,16,0.281777,8083,10
fig9.obj,4,1,heuristic,9,5,0.281777,8075,10
fig9.obj,4,1,heuristic,10,0,0.281777,8082,10
fig9.obj,3,1,edge order,0,-1,5.13079,-1,-1
fig9.obj,3,1,edge order,1,48224,5.13071,5923,-1
fig9.obj,3,1,edge order,2,10681,5.1307,6229,-1
fig9.obj,3,1,edge order,3,1209,5.13069,6252,-1
fig9.obj,3,1,edge order,4,89,5.13069,6254,-1
fig9.obj,3,1,edge order,5,2,5.13069,6248,-1
fig9.obj,3,1,edge order,6,0,5.13069,6246,-1
fig9.obj,3,1,greedy,0,-1,5.13079,-1,-1
fig9.obj,3,1,greedy,1,38488,5.13073,6309,-1
fig9.obj,3,1,greedy,2,14309,5.13071,6262,-1
fig9.obj,3,1,greedy,3,5221,5.1307,6313,-1
fig9.obj,3,1,greedy,4,1659,5.1307,6285,-1
fig9.obj,3,1,greedy,5,470,5.1307,6297,-1
fig9.obj,3,1,greedy,6,130,5.13069,6305,-1
fig9.obj,3,1,greedy,7,43,5.13069,6303,-1
fig9.obj,3,1,greedy,8,7,5.13069,6300,-1
fig9.obj,3,1,greedy,9,3,5.13069,6299,-1
fig9.obj,3,1,greedy,10,1,5.13069,6324,-1
fig9.obj,3,1,greedy,11,1,5.13069,6299,-1
fig9.obj,3,1,greedy,12,0,5.13069,6292,-1
fig9.obj,3,1,random,0,-1,5.13079,-1,-1
fig9.obj,3,1,random,1,48015,5.13071,6121,-1
fig9.obj,3,1,random,2,10442,5.1307,6391,-1
fig9.obj,3,1,random,3,1664,5.13069,6461,-1
fig9.obj,3,1,random,4,174,5.13069,6472,-1
fig9.obj,3,1,random,5,12,5.13069,6500,-1
fig9.obj,3,1,random,6,1,5.13069,6451,-1
fig9.obj,3,1,random,7,0,5.13069,6467,-1
fig9.obj,3,1,heuristic,0,-1,5.13079,-1,-1
fig9.obj,3,1,heuristic,1,38488,5.13073,6454,-1
fig9.obj,3,1,heuristic,2,14309,5.13071,6400,-1
fig9.obj,3,1,heuristic,3,5221,5.1307,6405,-1
fig9.obj,3,1,heuristic,4,1659,5.1307,6414,-1
fig9.obj,3,1,heuristic,5,470,5.1307,6457,-1
fig9.obj,3,1,heuristic,6,130,5.13069,6414,-1
fig9.obj,3,1,heuristic,7,43,5.13069,6419,-1
fig9.obj,3,1,heuristic,8,7,5.13069,6404,-1
fig9.obj,3,1,heuristic,9,3,5.13069,6413,-1
fig9.obj,3,1,heuristic,10,1,5.13069,6426,-1
fig9.obj,3,1,heuristic,11,1,5.13069,6425,-1
fig9.obj,3,1,heuristic,12,0,5.13069,6442,-1
fig3.obj,2,0,edge order,0,-1,3.10236,-1,-1
fig3.obj,2,0,edge order,1,328,3.1023,392,-1
fig3.obj,2,0,edge order,2,1,3.1023,395,-1
fig3.obj,2,0,edge order,3,0,3.1023,396,-1
fig3.obj,2,0,greedy,0,-1,3.10236,-1,-1
fig3.obj,2,0,greedy,1,327,3.1023,399,-1
fig3.obj,2,0,greedy,2,2,3.1023,395,-1
fig3.obj,2,0,greedy,3,0,3.1023,395,-1
fig3.obj,2,0,random,0,-1,3.10236,-1,-1
fig3.obj,2,0,random,1,327,3.1023,395,-1
fig3.obj,2,0,random,2,2,3.1023,397,-1
fig3.obj,2,0,random,3,0,3.1023,398,-1
fig3.obj,2,0,heuristic,0,-1,3.10236,-1,-1
fig3.obj,2,0,heuristic,1,327,3.1023,405,-1
fig3.obj,2,0,heuristic,2,2,3.1023,401,-1
fig3.obj,2,0,heuristic,3,0,3.1023,401,-1
fig3.obj,3,0,edge order,0,-1,0.0613684,-1,-1
fig3.obj,3,0,edge order,1,331,0.0613114,386,-1
fig3.obj,3,0,edge order,2,1,0.0613114,388,-1
fig3.obj,3,0,edge order,3,0,0.0613114,388,-1
fig3.obj,3,0,greedy,0,-1,0.0613684,-1,-1
fig3.obj,3,0,greedy,1,330,0.0613115,393,-1
fig3.obj,3,0,greedy,2,2,0.0613114,392,-1
fig3.obj,3,0,greedy,3,0,0.0613114,390,-1
fig3.obj,3,0,random,0,-1,0.0613684,-1,-1
fig3.obj,3,0,random,1,330,0.0613115,390,-1
fig3.obj,3,0,random,2,2,0.0613114,393,-1
fig3.obj,3,0,random,3,0,0.0613114,392,-1
fig3.obj,3,0,heuristic,0,-1,0.0613684,-1,-1
fig3.obj,3,0,heuristic,1,330,0.0613115,400,-1
fig3.obj,3,0,heuristic,2,2,0.0613114,397,-1
fig3.obj,3,0,heuristic,3,0,0.0613114,397,-1
fig3.obj,4,0,edge order,0,1,1.14508,-1,1
fig3.obj,4,0,edge order,1,935,1.14496,482,1
fig3.obj,4,0,edge order,2,13,1.14496,482,1
fig3.obj,4,0,edge order,3,0,1.14496,482,1
fig3.obj,4,0,greedy,0,1,1.14508,-1,1
fig3.obj,4,0,greedy,1,929,1.14496,512,1
fig3.obj,4,0,greedy,2,19,1.14496,484,1
fig3.obj,4,0,greedy,3,0,1.14496,483,1
fig3.obj,4,0,random,0,1,1.14508,-1,1
fig3.obj,4,0,random,1,931,1.14496,489,1
fig3.obj,4,0,random,2,15,1.14496,485,1
fig3.obj,4,0,random,3,0,1.14496,486,1
fig3.obj,4,0,heuristic,0,1,1.14508,-1,1
fig3.obj,4,0,heuristic,1,929,1.14496,517,1
fig3.obj,4,0,heuristic,2,19,1.14496,491,1
fig3.obj,4,0,heuristic,3,0,1.14496,490,1
fig3.obj,4,0,edge order,0,3,1.14503,-1,3
fig3.obj,4,0,edge order,1,919,1.14492,485,3
fig3.obj,4,0,edge order,2,17,1.14492,482,3
fig3.obj,4,0,edge order,3,0,1.14492,482,3
fig3.obj,4,0,greedy,0,3,1.14503,-1,3
fig3.obj,4,0,greedy,1,916,1.14492,510,3
fig3.obj,4,0,greedy,2,19,1.14492,485,3
fig3.obj,4,0,greedy,3,1,1.14492,484,3
fig3.obj,4,0,greedy,4,0,1.14492,484,3
fig3.obj,4,0,random,0,3,1.14503,-1,3
fig3.obj,4,0,random,1,913,1.14492,490,3
fig3.obj,4,0,random,2,13,1.14492,486,3
fig3.obj,4,0,random,3,0,1.14492,487,3
fig3.obj,4,0,heuristic,0,3,1.14503,-1,3
fig3.obj,4,0,heuristic,1,916,1.14492,518,3
fig3.obj,4,0,heuristic,2,19,1.14492,493,3
fig3.obj,4,0,heuristic,3,1,1.14492,492,3
fig3.obj,4,0,heuristic,4,0,1.14492,491,3
fig3.obj,4,0,edge order,0,10,1.14502,-1,10
fig3.obj,4,0,edge order,1,906,1.14492,483,10
fig3.obj,4,0,edge order,2,5,1.14492,483,10
fig3.obj,4,0,edge order,3,0,1.14492,482,10
fig3.obj,4,0,greedy,0,10,1.14502,-1,10
fig3.obj,4,0,greedy,1,902,1.14492,509,10
fig3.obj,4,0,greedy,2,9,1.14492,483,10
fig3.obj,4,0,greedy,3,1,1.14492,483,10
fig3.obj,4,0,greedy,4,0,1.14492,484,10
fig3.obj,4,0,random,0,10,1.14502,-1,10
fig3.obj,4,0,random,1,906,1.14492,489,10
fig3.obj,4,0,random,2,9,1.14492,486,10
fig3.obj,4,0,random,3,1,1.14492,486,10
fig3.obj,4,0,random,4,0,1.14492,485,10
fig3.obj,4,0,heuristic,0,10,1.14502,-1,10
fig3.obj,4,0,heuristic,1,902,1.14492,516,10
fig3.obj,4,0,heuristic,2,9,1.14492,490,10
fig3.obj,4,0,heuristic,3,1,1.14492,490,10
fig3.obj,4,0,heuristic,4,0,1.14492,492,10
fig3.obj,4,1,edge order,0,1,0.519988,-1,1
fig3.obj,4,1,edge order,1,1263,0.519872,478,1
fig3.obj,4,1,edge order,2,34,0.51987,474,1
fig3.obj,4,1,edge order,3,0,0.51987,474,1
fig3.obj,4,1,greedy,0,1,0.519988,-1,1
fig3.obj,4,1,greedy,1,1249,0.519871,513,1
fig3.obj,4,1,greedy,2,48,0.519869,479,1
fig3.obj,4,1,greedy,3,2,0.519869,477,1
fig3.obj,4,1,greedy,4,1,0.519869,477,1
fig3.obj,4,1,greedy,5,0,0.519869,476,1
fig3.obj,4,1,random,0,1,0.519988,-1,1
fig3.obj,4,1,random,1,1262,0.51987,485,1
fig3.obj,4,1,random,2,26,0.519869,480,1
fig3.obj,4,1,random,3,1,0.519869,479,1
fig3.obj,4,1,random,4,0,0.519869,479,1
fig3.obj,4,1,heuristic,0,1,0.519988,-1,1
fig3.obj,4,1,heuristic,1,1249,0.519871,521,1
fig3.obj,4,1,heuristic,2,48,0.519869,487,1
fig3.obj,4,1,heuristic,3,2,0.519869,483,1
fig3.obj,4,1,heuristic,4,1,0.519869,484,1
fig3.obj,4,1,heuristic,5,0,0.519869,483,1
fig3.obj,4,1,edge order,0,3,0.519548,-1,3
fig3.obj,4,1,edge order,1,1249,0.519439,477,3
fig3.obj,4,1,edge order,2,31,0.519438,474,3
fig3.obj,4,1,edge order,3,0,0.519438,474,3
fig3.obj,4,1,greedy,0,3,0.519548,-1,3
fig3.obj,4,1,greedy,1,1233,0.519438,514,3
fig3.obj,4,1,greedy,2,47,0.519437,480,3
fig3.obj,4,1,greedy,3,3,0.519437,476,3
fig3.obj,4,1,greedy,4,0,0.519437,477,3
fig3.obj,4,1,random,0,3,0.519548,-1,3
fig3.obj,4,1,random,1,1239,0.519444,485,3
fig3.obj,4,1,random,2,23,0.519444,479,3
fig3.obj,4,1,random,3,0,0.519444,480,3
fig3.obj,4,1,heuristic,0,3,0.519548,-1,3
fig3.obj,4,1,heuristic,1,1233,0.519438,521,3
fig3.obj,4,1,heuristic,2,47,0.519437,485,3
fig3.obj,4,1,heuristic,3,3,0.519437,483,3
fig3.obj,4,1,heuristic,4,0,0.519437,483,3
fig3.obj,4,1,edge order,0,10,0.519476,-1,10
fig3.obj,4,1,edge order,1,1189,0.519382,477,10
fig3.obj,4,1,edge order,2,27,0.519382,474,10
fig3.obj,4,1,edge order,3,0,0.519382,474,10
fig3.obj,4,1,greedy,0,10,0.519476,-1,10
fig3.obj,4,1,greedy,1,1171,0.519382,511,10
fig3.obj,4,1,greedy,2,44,0.519381,478,10
fig3.obj,4,1,greedy,3,0,0.519381,476,10
fig3.obj,4,1,random,0,10,0.519476,-1,10
fig3.obj,4,1,random,1,1186,0.519382,482,10
fig3.obj,4,1,random,2,29,0.519381,480,10
fig3.obj,4,1,random,3,0,0.519381,479,10
fig3.obj,4,1,heuristic,0,10,0.519476,-1,10
fig3.obj,4,1,heuristic,1,1171,0.519382,520,10
fig3.obj,4,1,heuristic,2,44,0.519381,486,10
fig3.obj,4,1,heuristic,3,0,0.519381,484,10
fig3.obj,3,1,edge order,0,-1,2.58604,-1,-1
fig3.obj,3,1,edge order,1,323,2.58602,381,-1
fig3.obj,3,1,edge order,2,1,2.58602,385,-1
fig3.obj,3,1,edge order,3,0,2.58602,383,-1
fig3.obj,3,1,greedy,0,-1,2.58604,-1,-1
fig3.obj,3,1,greedy,1,322,2.58602,389,-1
fig3.obj,3,1,greedy,2,2,2.58602,387,-1
fig3.obj,3,1,greedy,3,0,2.58602,386,-1
fig3.obj,3,1,random,0,-1,2.58604,-1,-1
fig3.obj,3,1,random,1,322,2.58602,386,-1
fig3.obj,3,1,random,2,2,2.58602,387,-1
fig3.obj,3,1,random,3,0,2.58602,388,-1
fig3.obj,3,1,heuristic,0,-1,2.58604,-1,-1
fig3.obj,3,1,heuristic,1,322,2.58602,396,-1
fig3.obj,3,1,heuristic,2,2,2.58602,394,-1
fig3.obj,3,1,heuristic,3,0,2.58602,393,-1
fig7.obj,2,0,edge order,0,-1,10.6823,-1,-1
fig7.obj,2,0,edge order,1,732,10.6823,10452,-1
fig7.obj,2,0,edge order,2,15,10.6823,10440,-1
fig7.obj,2,0,edge order,3,1,10.6823,10440,-1
fig7.obj,2,0,edge order,4,0,10.6823,10431,-1
fig7.obj,2,0,greedy,0,-1,10.6823,-1,-1
fig7.obj,2,0,greedy,1,721,10.6823,10481,-1
fig7.obj,2,0,greedy,2,22,10.6823,10463,-1
fig7.obj,2,0,greedy,3,5,10.6823,10469,-1
fig7.obj,2,0,greedy,4,0,10.6823,10474,-1
fig7.obj,2,0,random,0,-1,10.6823,-1,-1
fig7.obj,2,0,random,1,732,10.6823,11110,-1
fig7.obj,2,0,random,2,16,10.6823,11133,-1
fig7.obj,2,0,random,3,0,10.6823,11143,-1
fig7.obj,2,0,heuristic,0,-1,10.6823,-1,-1
fig7.obj,2,0,heuristic,1,721,10.6823,10620,-1
fig7.obj,2,0,heuristic,2,22,10.6823,10637,-1
fig7.obj,2,0,heuristic,3,5,10.6823,10632,-1
