mesh_name,type,is_free_boundary,flipping_order,iteration,is_flip,int_energy,ext_energy,conformal_min,conformal_max,isometric_min,conformal_min_int,conformal_max_int,isometric_min_int,isometric_max,auhalic_min,authalic_max,isometric_max_int,auhalic_min_int,authalic_max_int,ext_flip_percentage,ext_max_area_dist,ext_avg_area_err,ext_max_angle_dist,ext_avg_angle_error,int_flip_percentage,int_max_area_dist,int_avg_area_err,int_max_angle_dist,int_avg_angle_error,time
fig9.obj,5,0,greedy,52,0,2.52982,2.53147,0.00298851,14.0096,0.192869,0.0011925,14.0096,0.242651,12.0856,4.13062e-11,1435.79,12.0856,3.42786e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60428
fig9.obj,5,0,greedy,53,0,2.52982,2.53147,0.0029885,14.0096,0.192869,0.00119249,14.0096,0.242651,12.0856,4.13019e-11,1435.79,12.0856,3.42777e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60657
fig9.obj,5,0,greedy,54,0,2.52982,2.53147,0.00298849,14.0096,0.192869,0.00119248,14.0096,0.242651,12.0856,4.12985e-11,1435.79,12.0856,3.4277e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60364
fig9.obj,5,0,greedy,55,0,2.52982,2.53147,0.00298849,14.0096,0.192869,0.00119247,14.0096,0.242651,12.0856,4.12959e-11,1435.79,12.0856,3.42765e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60384
fig9.obj,5,0,greedy,56,0,2.52982,2.53147,0.00298848,14.0096,0.192869,0.00119247,14.0096,0.242651,12.0856,4.12939e-11,1435.79,12.0856,3.4276e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60266
fig9.obj,5,0,greedy,57,0,2.52982,2.53147,0.00298848,14.0096,0.192869,0.00119246,14.0096,0.242651,12.0856,4.12923e-11,1435.79,12.0856,3.42756e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60440
fig9.obj,5,0,greedy,58,1,2.52982,2.53147,0.00298848,14.0096,0.192869,0.00168285,24.0523,0.2084,12.0856,4.12923e-11,1435.79,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.579858,8561
fig9.obj,5,0,greedy,59,0,2.52982,2.53147,0.00298847,14.0096,0.192869,0.00119245,14.0096,0.242651,12.0856,4.12911e-11,1435.79,12.0856,3.42753e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.718,0,172803,142.837,9709.08,0.686508,60223
fig9.obj,6,0,greedy,0,0,2.81564,2.81564,0.00309049,24.0523,0.20365,0.00309049,24.0523,0.20365,19.074,5.47453e-11,3389.38,19.074,5.47453e-11,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.526321,49561
fig9.obj,6,0,greedy,1,0,2.53076,2.53076,0.00192573,13.6622,0.238254,0.00192573,13.6622,0.238254,11.8345,2.11979e-09,1371.25,11.8345,2.11979e-09,1371.25,0,6.63615,143.008,9709.08,181.58,0,168792,143.008,9709.08,0.618934,52415
fig9.obj,6,0,greedy,2,1,2.53012,2.53076,0.00192573,13.6622,0.238254,0.00168285,24.0523,0.2084,11.8345,2.11979e-09,1371.25,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.579425,92620
fig9.obj,6,0,greedy,3,0,2.52983,2.53127,0.000934837,13.9621,0.231362,0.000934837,13.9621,0.241378,12.061,2.32511e-10,1437.05,12.061,1.24083e-09,1437.05,3.15009e-05,6.83984,142.846,9709.08,181.664,0,172858,142.846,9709.08,0.685399,56011
fig9.obj,6,0,greedy,4,0,2.52982,2.5314,0.0011986,13.9977,0.21574,0.0011986,13.9977,0.242423,12.0795,1.76188e-11,1436.14,12.0795,3.3432e-09,1436.14,5.25014e-05,6.83757,142.837,9709.08,181.692,0,172822,142.837,9709.08,0.685489,59971
fig9.obj,6,0,greedy,5,0,2.52982,2.53143,0.002321,14.0046,0.209713,0.002321,14.0046,0.242624,12.083,1.15257e-10,1435.88,12.083,3.43317e-11,1435.88,5.77516e-05,6.83683,142.837,9709.08,181.704,0,172808,142.837,9709.08,0.685528,59797
fig9.obj,6,0,greedy,6,0,2.52982,2.53144,0.00306907,14.0069,0.206541,0.00170877,14.0069,0.242652,12.0842,2.50419e-11,1435.85,12.0842,4.54739e-13,1435.85,6.30017e-05,6.83673,142.837,9709.08,181.709,0,172806,142.837,9709.08,0.685548,59715
fig9.obj,6,0,greedy,7,0,2.52982,2.53145,0.00344455,14.008,0.204948,0.0010224,14.008,0.24265,12.0848,1.21987e-11,1435.83,12.0848,1.64349e-10,1435.83,6.82519e-05,6.83669,142.837,9709.08,181.712,0,172806,142.837,9709.08,0.685559,59567
fig9.obj,6,0,greedy,8,0,2.52982,2.53145,0.00325601,14.0085,0.203823,0.000468666,14.0085,0.242645,12.0851,8.70523e-10,1435.83,12.0851,1.26321e-09,1435.83,6.82519e-05,6.83667,142.837,9709.08,181.714,0,172805,142.837,9709.08,0.685564,59581
fig9.obj,6,0,greedy,9,0,2.52982,2.53145,0.0031357,14.0089,0.203078,8.86801e-05,14.0089,0.242642,12.0853,1.23764e-09,1435.82,12.0853,9.34711e-12,1435.82,6.82519e-05,6.83665,142.837,9709.08,181.715,0,172805,142.837,9709.08,0.685568,59721
fig9.obj,6,0,greedy,10,0,2.52982,2.53145,0.00305723,14.0091,0.202605,0.000377674,14.0091,0.242641,12.0854,2.64177e-10,1435.81,12.0854,2.64177e-10,1435.81,6.82519e-05,6.83664,142.837,9709.08,181.715,0,172805,142.837,9709.08,0.685569,59731
fig9.obj,6,0,greedy,11,0,2.52982,2.53145,0.0030048,14.0092,0.202306,0.000679293,14.0092,0.242641,12.0854,7.21775e-12,1435.81,12.0854,1.27513e-11,1435.81,6.82519e-05,6.83663,142.837,9709.08,181.716,0,172805,142.837,9709.08,0.68557,57521
fig9.obj,6,0,greedy,12,0,2.52982,2.53145,0.00296889,14.0093,0.202119,0.000930426,14.0093,0.24264,12.0855,2.5116e-11,1435.81,12.0855,2.5116e-11,1435.81,6.82519e-05,6.83662,142.837,9709.08,181.716,0,172804,142.837,9709.08,0.685571,58009
fig9.obj,6,0,greedy,13,1,2.52982,2.53145,0.00296889,14.0093,0.202119,0.00168285,24.0523,0.2084,12.0855,2.5116e-11,1435.81,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.579897,57585
fig9.obj,6,0,greedy,14,0,2.52982,2.53146,0.00287795,14.0094,0.199805,0.00119436,14.0094,0.242638,12.0855,5.69515e-11,1435.8,12.0855,1.4845e-09,1435.8,6.82519e-05,6.83659,142.837,9709.08,181.717,0,172804,142.837,9709.08,0.686483,58042
fig9.obj,6,0,greedy,15,0,2.52982,2.53146,0.00288804,14.0094,0.197216,0.00139769,14.0094,0.242638,12.0855,1.55022e-10,1435.8,12.0855,1.24186e-09,1435.8,6.30017e-05,6.83658,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686483,57904
fig9.obj,6,0,greedy,16,0,2.52982,2.53146,0.00290356,14.0095,0.195465,0.00129862,14.0095,0.242641,12.0856,2.99237e-10,1435.8,12.0856,3.13399e-09,1435.8,6.30017e-05,6.83658,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686482,58047
fig9.obj,6,0,greedy,17,0,2.52982,2.53146,0.00292202,14.0095,0.194388,0.001247,14.0095,0.242644,12.0856,3.14498e-11,1435.8,12.0856,4.107e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686482,57994
fig9.obj,6,0,greedy,18,0,2.52982,2.53146,0.00293925,14.0095,0.193749,0.00122049,14.0095,0.242646,12.0856,3.59018e-10,1435.8,12.0856,4.11704e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686482,58088
fig9.obj,6,0,greedy,19,0,2.52982,2.53146,0.00295351,14.0095,0.193374,0.00120726,14.0095,0.242647,12.0856,3.26659e-10,1435.8,12.0856,4.06504e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686481,58024
fig9.obj,6,0,greedy,20,0,2.52982,2.53146,0.00296455,14.0095,0.193157,0.00120088,14.0095,0.242648,12.0856,2.21871e-10,1435.8,12.0856,4.00159e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686481,58050
fig9.obj,6,0,greedy,21,0,2.52982,2.53146,0.00297276,14.0095,0.193033,0.00119793,14.0095,0.242648,12.0856,1.45507e-10,1435.8,12.0856,3.94506e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686481,57985
fig9.obj,6,0,greedy,22,0,2.52982,2.53146,0.00297858,14.0095,0.192961,0.00119663,14.0095,0.242648,12.0856,1.0984e-10,1435.8,12.0856,3.89964e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686481,58073
fig9.obj,6,0,greedy,23,0,2.52982,2.53146,0.00280396,14.0095,0.19292,0.00119609,14.0095,0.242648,12.0856,9.1147e-11,1435.8,12.0856,3.86462e-09,1435.8,6.30017e-05,6.83657,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686481,58070
fig9.obj,6,0,greedy,24,1,2.52982,2.53146,0.00280396,14.0095,0.19292,0.00168285,24.0523,0.2084,12.0856,9.1147e-11,1435.8,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.579901,33632
fig9.obj,6,0,greedy,25,0,2.52982,2.53146,0.00256025,14.0095,0.192901,0.0011959,14.0095,0.24265,12.0856,5.93493e-11,1435.8,12.0856,3.68506e-09,1435.8,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686477,56835
fig9.obj,6,0,greedy,26,0,2.52982,2.53147,0.00214794,14.0095,0.192888,0.00119467,14.0095,0.24265,12.0856,5.44785e-11,1435.8,12.0856,3.67912e-09,1435.8,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686477,56840
fig9.obj,6,0,greedy,27,0,2.52982,2.53147,0.00298696,14.0096,0.192882,0.00119393,14.0096,0.242651,12.0856,5.20191e-11,1435.79,12.0856,3.66736e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686477,57016
fig9.obj,6,0,greedy,28,0,2.52982,2.53147,0.00298761,14.0096,0.192879,0.00119353,14.0096,0.242651,12.0856,4.99229e-11,1435.79,12.0856,3.65682e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,57048
fig9.obj,6,0,greedy,29,0,2.52982,2.53147,0.00298808,14.0096,0.192877,0.00119332,14.0096,0.242651,12.0856,4.81793e-11,1435.79,12.0856,3.64811e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54715
fig9.obj,6,0,greedy,30,0,2.52982,2.53147,0.00298842,14.0096,0.192876,0.00119322,14.0096,0.242651,12.0856,4.68063e-11,1435.79,12.0856,3.64127e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54800
fig9.obj,6,0,greedy,31,0,2.52982,2.53147,0.00298865,14.0096,0.192875,0.00119316,14.0096,0.242651,12.0856,4.57638e-11,1435.79,12.0856,3.63601e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54946
fig9.obj,6,0,greedy,32,0,2.52982,2.53147,0.00298881,14.0096,0.192875,0.00119313,14.0096,0.242651,12.0856,4.49884e-11,1435.79,12.0856,3.63196e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54839
fig9.obj,6,0,greedy,33,0,2.52982,2.53147,0.0029889,14.0096,0.192875,0.0011931,14.0096,0.242651,12.0856,4.44179e-11,1435.79,12.0856,3.62884e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54958
fig9.obj,6,0,greedy,34,0,2.52982,2.53147,0.00298896,14.0096,0.192875,0.00119307,14.0096,0.242651,12.0856,4.4e-11,1435.79,12.0856,3.62642e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686476,54898
fig9.obj,6,0,greedy,35,1,2.52982,2.53147,0.00298896,14.0096,0.192875,0.00168285,24.0523,0.2084,12.0856,4.4e-11,1435.79,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.579884,32734
fig9.obj,6,0,greedy,36,0,2.52982,2.53147,0.00298904,14.0096,0.192875,0.00119309,14.0096,0.242651,12.0856,4.70495e-11,1435.79,12.0856,3.53098e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55350
fig9.obj,6,0,greedy,37,0,2.52982,2.53147,0.00298917,14.0096,0.192875,0.00119318,14.0096,0.242651,12.0856,4.5951e-11,1435.79,12.0856,3.50755e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55117
fig9.obj,6,0,greedy,38,0,2.52982,2.53147,0.00298925,14.0096,0.192875,0.00119323,14.0096,0.242651,12.0856,4.53345e-11,1435.79,12.0856,3.4955e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55166
fig9.obj,6,0,greedy,39,0,2.52982,2.53147,0.00298929,14.0096,0.192875,0.00119325,14.0096,0.242651,12.0856,4.50087e-11,1435.79,12.0856,3.48923e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55194
fig9.obj,6,0,greedy,40,0,2.52982,2.53147,0.00298932,14.0096,0.192875,0.00119326,14.0096,0.242651,12.0856,4.48303e-11,1435.79,12.0856,3.48585e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55152
fig9.obj,6,0,greedy,41,0,2.52982,2.53147,0.00298933,14.0096,0.192875,0.00119326,14.0096,0.242651,12.0856,4.47283e-11,1435.79,12.0856,3.48396e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,55226
fig9.obj,6,0,greedy,42,0,2.52982,2.53147,0.00298933,14.0096,0.192875,0.00119325,14.0096,0.242651,12.0856,4.46669e-11,1435.79,12.0856,3.48285e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,57062
fig9.obj,6,0,greedy,43,0,2.52982,2.53147,0.00298933,14.0096,0.192875,0.00119324,14.0096,0.242651,12.0856,4.46279e-11,1435.79,12.0856,3.48215e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,56532
fig9.obj,6,0,greedy,44,0,2.52982,2.53147,0.00298932,14.0096,0.192875,0.00119323,14.0096,0.242651,12.0856,4.46019e-11,1435.79,12.0856,3.48169e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,57356
fig9.obj,6,0,greedy,45,0,2.52982,2.53147,0.00298931,14.0096,0.192875,0.00119322,14.0096,0.242651,12.0856,4.45838e-11,1435.79,12.0856,3.48137e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686494,54825
fig9.obj,6,0,greedy,46,1,2.52982,2.53147,0.00298931,14.0096,0.192875,0.00168285,24.0523,0.2084,12.0856,4.45838e-11,1435.79,19.074,6.1496e-09,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.57988,24497
fig9.obj,6,0,greedy,47,0,2.52982,2.53147,0.00298932,14.0096,0.192875,0.00119322,14.0096,0.242651,12.0856,4.4224e-11,1435.79,12.0856,3.45191e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,58360
fig9.obj,6,0,greedy,48,0,2.52982,2.53147,0.00298934,14.0096,0.192875,0.00119323,14.0096,0.242651,12.0856,4.40128e-11,1435.79,12.0856,3.44374e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,57865
fig9.obj,6,0,greedy,49,0,2.52982,2.53147,0.00298935,14.0096,0.192874,0.00119324,14.0096,0.242651,12.0856,4.39515e-11,1435.79,12.0856,3.43889e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,57590
fig9.obj,6,0,greedy,50,0,2.52982,2.53147,0.00298936,14.0096,0.192874,0.00119324,14.0096,0.242651,12.0856,4.39326e-11,1435.79,12.0856,3.4362e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,57613
fig9.obj,6,0,greedy,51,0,2.52982,2.53147,0.00298936,14.0096,0.192874,0.00119325,14.0096,0.242651,12.0856,4.39279e-11,1435.79,12.0856,3.43471e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,56059
fig9.obj,6,0,greedy,52,0,2.52982,2.53147,0.00298937,14.0096,0.192874,0.00119325,14.0096,0.242651,12.0856,4.39278e-11,1435.79,12.0856,3.43388e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,56276
fig9.obj,6,0,greedy,53,0,2.52982,2.53147,0.00298937,14.0096,0.192874,0.00119325,14.0096,0.242651,12.0856,4.39288e-11,1435.79,12.0856,3.43342e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,56238
fig9.obj,6,0,greedy,54,0,2.52982,2.53147,0.00298937,14.0096,0.192874,0.00119325,14.0096,0.242651,12.0856,4.39299e-11,1435.79,12.0856,3.43317e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,56220
fig9.obj,6,0,greedy,55,0,2.52982,2.53147,0.00298937,14.0096,0.192874,0.00119325,14.0096,0.242651,12.0856,4.39308e-11,1435.79,12.0856,3.43302e-09,1435.79,6.30017e-05,6.83656,142.837,9709.08,181.717,0,172803,142.837,9709.08,0.686495,56173
fig9.obj,7,1,greedy,0,0,2.81564,2.81564,0.00309049,24.0523,0.20365,0.00309049,24.0523,0.20365,19.074,5.47453e-11,3389.38,19.074,5.47453e-11,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.526321,51929
fig9.obj,7,1,greedy,1,0,0.285001,0.285001,0.00211712,12.6843,0.00590666,0.00211712,12.6843,0.00590666,8.37457,4.11701e-12,50.082,8.37457,4.11701e-12,50.082,2.62507e-05,6.70395,111.467,1865.81,201.347,2.62507e-05,807305,111.467,1865.81,0.68631,49935
fig9.obj,7,1,greedy,2,1,0.284895,0.285001,0.00211712,12.6843,0.00590666,0.00168285,24.0523,0.2084,8.37457,4.11701e-12,50.082,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.571759,80151
fig9.obj,7,1,greedy,3,0,0.283351,0.283575,0.000839551,13.3568,0.00362449,0.000839551,13.3568,0.00652594,8.77889,1.94795e-12,57.1996,8.77889,8.88789e-12,57.1996,9.97527e-05,7.21633,110.708,2267.28,197.876,0,853760,110.708,89.9428,0.738425,57821
fig9.obj,7,1,greedy,4,1,0.28335,0.283575,0.000839551,13.3568,0.00362449,0.00168285,24.0523,0.2084,8.77889,1.94795e-12,57.1996,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572283,47825
fig9.obj,7,1,greedy,5,0,0.282642,0.28291,0.00067922,13.717,0.00172982,0.000762418,13.717,0.00172982,9.06914,1.1035e-14,61.272,9.06914,1.10351e-14,61.272,0.000147004,7.50037,110.241,2466.74,195.672,0,880002,110.241,52.6337,0.731371,61304
fig9.obj,7,1,greedy,6,1,0.282642,0.28291,0.00067922,13.717,0.00172982,0.00168285,24.0523,0.2084,9.06914,1.1035e-14,61.272,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572305,39713
fig9.obj,7,1,greedy,7,0,0.282268,0.282557,0.000269974,13.9524,0.00121718,0.000980299,13.9524,0.00271052,9.24576,1.71789e-13,63.6702,9.24576,1.71789e-13,63.6702,0.000162754,7.6656,109.935,1262.29,194.237,0,895489,109.935,48.3099,0.726348,59336
fig9.obj,7,1,greedy,8,1,0.282268,0.282557,0.000269974,13.9524,0.00121718,0.00168285,24.0523,0.2084,9.24576,1.71789e-13,63.6702,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572135,31505
fig9.obj,7,1,greedy,9,0,0.282052,0.282353,0.00105288,14.1085,0.00187703,0.00081874,14.1085,0.00121,9.35783,1.49465e-13,65.149,9.35783,1.42063e-12,65.149,0.000173255,7.76727,109.731,2506.06,193.275,0,905139,109.731,45.7173,0.722859,56948
fig9.obj,7,1,greedy,10,1,0.282052,0.282353,0.00105288,14.1085,0.00187703,0.00168285,24.0523,0.2084,9.35783,1.49465e-13,65.149,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572142,31705
fig9.obj,7,1,greedy,11,0,0.281921,0.282229,0.000946917,14.2143,0.000628865,0.000364023,14.2143,0.000628865,9.4322,3.00116e-12,66.1154,9.4322,9.02833e-13,66.1154,0.000178505,7.83384,109.59,687.884,192.612,0,911526,109.59,45.6622,0.720382,56026
fig9.obj,7,1,greedy,12,1,0.281921,0.282229,0.000946917,14.2143,0.000628865,0.00168285,24.0523,0.2084,9.4322,3.00116e-12,66.1154,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572082,33371
fig9.obj,7,1,greedy,13,0,0.281837,0.28215,0.000896356,14.2882,0.00115242,0.000828006,14.2882,0.0016365,9.48354,1.98634e-13,66.7781,9.48354,3.43478e-11,66.7781,0.000183755,7.87966,109.492,60447.5,192.145,0,915961,109.492,48.3359,0.718624,61567
fig9.obj,7,1,greedy,14,1,0.281837,0.28215,0.000896356,14.2882,0.00115242,0.00168285,24.0523,0.2084,9.48354,1.98634e-13,66.7781,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.57205,31814
fig9.obj,7,1,greedy,15,0,0.281783,0.282099,0.000377648,14.3414,0.000848074,0.000377648,14.3414,0.00108774,9.52024,3.64365e-12,67.2505,9.52024,3.64365e-12,67.2505,0.000189005,7.91244,109.42,3687.69,191.808,0,919160,109.42,50.6484,0.717295,60250
fig9.obj,7,1,greedy,16,1,0.281783,0.282099,0.000377648,14.3414,0.000848074,0.00168285,24.0523,0.2084,9.52024,3.64365e-12,67.2505,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.57203,32629
fig9.obj,7,1,greedy,17,0,0.281747,0.282065,0.000451914,14.3807,0.00051199,0.000451914,14.3807,0.000790759,9.54723,3.49026e-13,67.5976,9.54723,6.14723e-12,67.5976,0.000194255,7.93662,109.368,3363.99,191.561,0,921533,109.368,52.5882,0.716348,55737
fig9.obj,7,1,greedy,18,1,0.281747,0.282065,0.000451914,14.3807,0.00051199,0.00168285,24.0523,0.2084,9.54723,3.49026e-13,67.5976,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572019,31600
fig9.obj,7,1,greedy,19,0,0.281723,0.282043,2.53713e-05,14.4103,0.000573317,0.000305228,14.4103,0.000689192,9.56758,6.92823e-14,67.8589,9.56758,6.92823e-14,67.8589,0.000199505,7.95489,109.328,1148.09,191.376,0,923333,109.328,54.4187,0.715564,57394
fig9.obj,7,1,greedy,20,1,0.281723,0.282043,2.53713e-05,14.4103,0.000573317,0.00168285,24.0523,0.2084,9.56758,6.92823e-14,67.8589,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572084,31621
fig9.obj,7,1,greedy,21,0,0.281706,0.282028,0.000385108,14.4331,0.000682286,5.82666e-05,14.4331,0.000682286,9.58322,1.54632e-11,68.0597,9.58322,9.27078e-13,68.0597,0.000199505,7.96895,109.298,876.16,191.236,0,924724,109.298,55.9865,0.715075,58118
fig9.obj,7,1,greedy,22,1,0.281706,0.282028,0.000385108,14.4331,0.000682286,0.00168285,24.0523,0.2084,9.58322,1.54632e-11,68.0597,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572058,23722
fig9.obj,7,1,greedy,23,0,0.281695,0.282018,0.000345013,14.451,0.000529065,0.000166691,14.451,0.000529065,9.59542,5.14275e-14,68.2163,9.59542,6.05854e-12,68.2163,0.000199505,7.97993,109.274,782.664,191.129,0,925814,109.274,57.2804,0.714612,58576
fig9.obj,7,1,greedy,24,1,0.281695,0.282018,0.000345013,14.451,0.000529065,0.00168285,24.0523,0.2084,9.59542,5.14275e-14,68.2163,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572043,31645
fig9.obj,7,1,greedy,25,0,0.281688,0.282012,0.000349178,14.4651,0.000310868,0.00035928,14.4651,0.000310868,9.60507,3.83793e-11,68.3401,9.60507,9.91972e-12,68.3401,0.000199505,7.98862,109.256,1143.65,191.045,0,926676,109.256,58.3477,0.714295,57224
fig9.obj,7,1,greedy,26,1,0.281688,0.282012,0.000349178,14.4651,0.000310868,0.00168285,24.0523,0.2084,9.60507,3.83793e-11,68.3401,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572067,23752
fig9.obj,7,1,greedy,27,0,0.281682,0.282007,0.000161575,14.4763,0.000147399,0.00041229,14.4763,0.000246585,9.61277,1.45553e-12,68.4388,9.61277,1.44088e-12,68.4388,0.000199505,7.99555,109.241,1948.36,190.98,0,927365,109.241,59.2271,0.714019,58397
fig9.obj,7,1,greedy,28,1,0.281682,0.282007,0.000161575,14.4763,0.000147399,0.00168285,24.0523,0.2084,9.61277,1.45553e-12,68.4388,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.57206,23677
fig9.obj,7,1,greedy,29,0,0.281679,0.282004,8.37466e-05,14.4854,0.000111615,8.37466e-05,14.4854,0.00014341,9.61896,3.99379e-11,68.5181,9.61896,8.47583e-11,68.5181,0.000199505,8.00112,109.229,4426.33,190.928,0,927920,109.229,59.9536,0.71384,59006
fig9.obj,7,1,greedy,30,1,0.281679,0.282004,8.37466e-05,14.4854,0.000111615,0.00168285,24.0523,0.2084,9.61896,3.99379e-11,68.5181,19.074,2.51437e-08,3389.38,0,10.762,161.548,9709.08,154.41,0,236715,161.548,9709.08,0.572176,31835
fig9.obj,7,1,greedy,31,0,0.281676,0.282002,0.00022953,14.4927,0.000161997,2.95247e-06,14.4927,0.000138426,9.62396,1.1559e-12,68.5822,9.62396,1.1559e-12,68.5822,0.000204756,8.00562,109.219,5045.94,190.887,0,928368,109.219,60.5535,0.713677,60494
