mesh name,type,free boundary,flipping order,flip iteration,flips / start iterations,energy,time
fig9.obj,4,0,edge order,5,15,2.53007,8168
fig9.obj,4,0,edge order,6,0,2.53007,8158
fig9.obj,4,0,greedy,1,41915,2.53025,8379
fig9.obj,4,0,greedy,2,15477,2.53013,8213
fig9.obj,4,0,greedy,3,5720,2.53009,8210
fig9.obj,4,0,greedy,4,1911,2.53007,8201
fig9.obj,4,0,greedy,5,584,2.53007,8202
fig9.obj,4,0,greedy,6,175,2.53007,8210
fig9.obj,4,0,greedy,7,61,2.53007,8203
fig9.obj,4,0,greedy,8,17,2.53007,8206
fig9.obj,4,0,greedy,9,4,2.53007,8206
fig9.obj,4,0,greedy,10,2,2.53007,8213
fig9.obj,4,0,greedy,11,0,2.53007,8204
fig9.obj,4,0,random,1,52043,2.53015,8086
fig9.obj,4,0,random,2,11514,2.53008,8315
fig9.obj,4,0,random,3,1935,2.53007,8378
fig9.obj,4,0,random,4,241,2.53007,8384
fig9.obj,4,0,random,5,34,2.53007,8383
fig9.obj,4,0,random,6,2,2.53007,8407
fig9.obj,4,0,random,7,0,2.53007,8381
fig9.obj,4,0,heuristic,1,41915,2.53025,8504
fig9.obj,4,0,heuristic,2,15477,2.53013,8330
fig9.obj,4,0,heuristic,3,5720,2.53009,8327
fig9.obj,4,0,heuristic,4,1911,2.53007,8323
fig9.obj,4,0,heuristic,5,584,2.53007,8325
fig9.obj,4,0,heuristic,6,175,2.53007,8328
fig9.obj,4,0,heuristic,7,61,2.53007,8320
fig9.obj,4,0,heuristic,8,17,2.53007,8319
fig9.obj,4,0,heuristic,9,4,2.53007,8319
fig9.obj,4,0,heuristic,10,2,2.53007,8325
fig9.obj,4,0,heuristic,11,0,2.53007,8326
fig9.obj,4,0,start,0,10,2.53069,-1
fig9.obj,4,0,edge order,1,51771,2.53016,7849
fig9.obj,4,0,edge order,2,11623,2.53008,8093
fig9.obj,4,0,edge order,3,1360,2.53007,8146
fig9.obj,4,0,edge order,4,108,2.53007,8158
fig9.obj,4,0,edge order,5,14,2.53007,8160
fig9.obj,4,0,edge order,6,0,2.53007,8153
fig9.obj,4,0,greedy,1,41546,2.53025,8358
fig9.obj,4,0,greedy,2,15241,2.53013,8177
fig9.obj,4,0,greedy,3,5555,2.53009,8176
fig9.obj,4,0,greedy,4,1866,2.53007,8194
fig9.obj,4,0,greedy,5,569,2.53007,8189
fig9.obj,4,0,greedy,6,170,2.53007,8198
fig9.obj,4,0,greedy,7,61,2.53007,8204
fig9.obj,4,0,greedy,8,20,2.53007,8195
fig9.obj,4,0,greedy,9,5,2.53007,8194
fig9.obj,4,0,greedy,10,3,2.53007,8196
fig9.obj,4,0,greedy,11,0,2.53007,8211
fig9.obj,4,0,random,1,51494,2.53015,8069
fig9.obj,4,0,random,2,11285,2.53008,8323
fig9.obj,4,0,random,3,1850,2.53007,8377
fig9.obj,4,0,random,4,266,2.53007,8380
fig9.obj,4,0,random,5,26,2.53007,8361
fig9.obj,4,0,random,6,3,2.53007,8363
fig9.obj,4,0,random,7,0,2.53007,8380
fig9.obj,4,0,heuristic,1,41546,2.53025,8494
fig9.obj,4,0,heuristic,2,15241,2.53013,8340
fig9.obj,4,0,heuristic,3,5555,2.53009,8306
fig9.obj,4,0,heuristic,4,1866,2.53007,8320
fig9.obj,4,0,heuristic,5,569,2.53007,8310
fig9.obj,4,0,heuristic,6,170,2.53007,8324
fig9.obj,4,0,heuristic,7,61,2.53007,8306
fig9.obj,4,0,heuristic,8,20,2.53007,8322
fig9.obj,4,0,heuristic,9,5,2.53007,8325
fig9.obj,4,0,heuristic,10,3,2.53007,8315
fig9.obj,4,0,heuristic,11,0,2.53007,8320
fig9.obj,4,1,start,0,1,0.285001,-1
fig9.obj,4,1,edge order,1,53720,0.284907,7748
fig9.obj,4,1,edge order,2,12244,0.284896,7916
fig9.obj,4,1,edge order,3,1631,0.284895,7966
fig9.obj,4,1,edge order,4,165,0.284895,7947
fig9.obj,4,1,edge order,5,10,0.284895,7958
fig9.obj,4,1,edge order,6,0,0.284895,7963
fig9.obj,4,1,greedy,1,43085,0.284922,8356
fig9.obj,4,1,greedy,2,15698,0.284904,8087
fig9.obj,4,1,greedy,3,5884,0.284898,8026
fig9.obj,4,1,greedy,4,2149,0.284896,8018
fig9.obj,4,1,greedy,5,678,0.284895,8013
fig9.obj,4,1,greedy,6,246,0.284895,8008
fig9.obj,4,1,greedy,7,70,0.284895,8009
fig9.obj,4,1,greedy,8,18,0.284895,7996
fig9.obj,4,1,greedy,9,6,0.284895,7992
fig9.obj,4,1,greedy,10,0,0.284895,7989
fig9.obj,4,1,random,1,53356,0.284906,7951
fig9.obj,4,1,random,2,11825,0.284897,8127
fig9.obj,4,1,random,3,2171,0.284895,8179
fig9.obj,4,1,random,4,336,0.284895,8172
fig9.obj,4,1,random,5,54,0.284895,8176
fig9.obj,4,1,random,6,9,0.284895,8165
fig9.obj,4,1,random,7,2,0.284895,8165
fig9.obj,4,1,random,8,0,0.284895,8178
fig9.obj,4,1,heuristic,1,43085,0.284922,8483
fig9.obj,4,1,heuristic,2,15698,0.284904,8191
fig9.obj,4,1,heuristic,3,5884,0.284898,8137
fig9.obj,4,1,heuristic,4,2149,0.284896,8126
fig9.obj,4,1,heuristic,5,678,0.284895,8119
fig9.obj,4,1,heuristic,6,246,0.284895,8130
fig9.obj,4,1,heuristic,7,70,0.284895,8126
fig9.obj,4,1,heuristic,8,18,0.284895,8125
fig9.obj,4,1,heuristic,9,6,0.284895,8114
fig9.obj,4,1,heuristic,10,0,0.284895,8114
fig9.obj,4,1,start,0,3,0.282797,-1
fig9.obj,4,1,edge order,1,51044,0.282705,7740
fig9.obj,4,1,edge order,2,11211,0.282695,7902
fig9.obj,4,1,edge order,3,1378,0.282694,7951
fig9.obj,4,1,edge order,4,158,0.282694,7924
fig9.obj,4,1,edge order,5,8,0.282694,7941
fig9.obj,4,1,edge order,6,0,0.282694,7931
fig9.obj,4,1,greedy,1,41384,0.282718,8338
fig9.obj,4,1,greedy,2,14566,0.282702,8055
fig9.obj,4,1,greedy,3,5250,0.282696,7988
fig9.obj,4,1,greedy,4,1803,0.282695,7969
fig9.obj,4,1,greedy,5,594,0.282694,7972
fig9.obj,4,1,greedy,6,190,0.282694,7969
fig9.obj,4,1,greedy,7,53,0.282694,7972
fig9.obj,4,1,greedy,8,10,0.282694,7977
fig9.obj,4,1,greedy,9,1,0.282694,7981
fig9.obj,4,1,greedy,10,0,0.282694,7973
fig9.obj,4,1,random,1,50766,0.282706,7928
fig9.obj,4,1,random,2,10809,0.282695,8107
fig9.obj,4,1,random,3,1912,0.282694,8142
fig9.obj,4,1,random,4,300,0.282694,8157
fig9.obj,4,1,random,5,33,0.282694,8173
fig9.obj,4,1,random,6,3,0.282694,8160
fig9.obj,4,1,random,7,0,0.282694,8165
fig9.obj,4,1,heuristic,1,41384,0.282718,8487
fig9.obj,4,1,heuristic,2,14566,0.282702,8178
fig9.obj,4,1,heuristic,3,5250,0.282696,8122
fig9.obj,4,1,heuristic,4,1803,0.282695,8106
fig9.obj,4,1,heuristic,5,594,0.282694,8100
fig9.obj,4,1,heuristic,6,190,0.282694,8112
fig9.obj,4,1,heuristic,7,53,0.282694,8100
fig9.obj,4,1,heuristic,8,10,0.282694,8095
fig9.obj,4,1,heuristic,9,1,0.282694,8105
fig9.obj,4,1,heuristic,10,0,0.282694,8104
fig9.obj,4,1,start,0,10,0.281881,-1
fig9.obj,4,1,edge order,1,48399,0.281788,7741
fig9.obj,4,1,edge order,2,10246,0.281779,7890
fig9.obj,4,1,edge order,3,1215,0.281778,7928
fig9.obj,4,1,edge order,4,136,0.281777,7929
fig9.obj,4,1,edge order,5,7,0.281777,7931
fig9.obj,4,1,edge order,6,0,0.281777,7941
fig9.obj,4,1,greedy,1,39552,0.2818,8345
fig9.obj,4,1,greedy,2,13482,0.281785,8065
fig9.obj,4,1,greedy,3,4737,0.281779,7993
fig9.obj,4,1,greedy,4,1579,0.281778,7967
fig9.obj,4,1,greedy,5,511,0.281778,7973
fig9.obj,4,1,greedy,6,184,0.281777,7969
fig9.obj,4,1,greedy,7,59,0.281777,7969
fig9.obj,4,1,greedy,8,16,0.281777,7980
fig9.obj,4,1,greedy,9,5,0.281777,7975
fig9.obj,4,1,greedy,10,0,0.281777,7981
fig9.obj,4,1,random,1,48194,0.281788,7976
fig9.obj,4,1,random,2,9967,0.281779,8088
fig9.obj,4,1,random,3,1722,0.281778,8132
fig9.obj,4,1,random,4,266,0.281778,8137
fig9.obj,4,1,random,5,42,0.281778,8131
fig9.obj,4,1,random,6,3,0.281778,8132
fig9.obj,4,1,random,7,0,0.281778,8145
fig9.obj,4,1,heuristic,1,39552,0.2818,8487
fig9.obj,4,1,heuristic,2,13482,0.281785,8208
fig9.obj,4,1,heuristic,3,4737,0.281779,8129
fig9.obj,4,1,heuristic,4,1579,0.281778,8077
fig9.obj,4,1,heuristic,5,511,0.281778,8089
fig9.obj,4,1,heuristic,6,184,0.281777,8088
fig9.obj,4,1,heuristic,7,59,0.281777,8111
fig9.obj,4,1,heuristic,8,16,0.281777,8083
fig9.obj,4,1,heuristic,9,5,0.281777,8075
fig9.obj,4,1,heuristic,10,0,0.281777,8082
fig9.obj,3,1,start,0,-1,5.13079,-1
fig9.obj,3,1,edge order,1,48224,5.13071,5923
fig9.obj,3,1,edge order,2,10681,5.1307,6229
fig9.obj,3,1,edge order,3,1209,5.13069,6252
fig9.obj,3,1,edge order,4,89,5.13069,6254
fig9.obj,3,1,edge order,5,2,5.13069,6248
fig9.obj,3,1,edge order,6,0,5.13069,6246
fig9.obj,3,1,greedy,1,38488,5.13073,6309
fig9.obj,3,1,greedy,2,14309,5.13071,6262
fig9.obj,3,1,greedy,3,5221,5.1307,6313
fig9.obj,3,1,greedy,4,1659,5.1307,6285
fig9.obj,3,1,greedy,5,470,5.1307,6297
fig9.obj,3,1,greedy,6,130,5.13069,6305
fig9.obj,3,1,greedy,7,43,5.13069,6303
fig9.obj,3,1,greedy,8,7,5.13069,6300
fig9.obj,3,1,greedy,9,3,5.13069,6299
fig9.obj,3,1,greedy,10,1,5.13069,6324
fig9.obj,3,1,greedy,11,1,5.13069,6299
fig9.obj,3,1,greedy,12,0,5.13069,6292
fig9.obj,3,1,random,1,48015,5.13071,6121
fig9.obj,3,1,random,2,10442,5.1307,6391
fig9.obj,3,1,random,3,1664,5.13069,6461
fig9.obj,3,1,random,4,174,5.13069,6472
fig9.obj,3,1,random,5,12,5.13069,6500
fig9.obj,3,1,random,6,1,5.13069,6451
fig9.obj,3,1,random,7,0,5.13069,6467
fig9.obj,3,1,heuristic,1,38488,5.13073,6454
fig9.obj,3,1,heuristic,2,14309,5.13071,6400
fig9.obj,3,1,heuristic,3,5221,5.1307,6405
fig9.obj,3,1,heuristic,4,1659,5.1307,6414
fig9.obj,3,1,heuristic,5,470,5.1307,6457
fig9.obj,3,1,heuristic,6,130,5.13069,6414
fig9.obj,3,1,heuristic,7,43,5.13069,6419
fig9.obj,3,1,heuristic,8,7,5.13069,6404
fig9.obj,3,1,heuristic,9,3,5.13069,6413
fig9.obj,3,1,heuristic,10,1,5.13069,6426
fig9.obj,3,1,heuristic,11,1,5.13069,6425
fig9.obj,3,1,heuristic,12,0,5.13069,6442
fig3.obj,2,0,start,0,-1,3.10236,-1
fig3.obj,2,0,edge order,1,328,3.1023,392
fig3.obj,2,0,edge order,2,1,3.1023,395
fig3.obj,2,0,edge order,3,0,3.1023,396
fig3.obj,2,0,greedy,1,327,3.1023,399
fig3.obj,2,0,greedy,2,2,3.1023,395
fig3.obj,2,0,greedy,3,0,3.1023,395
fig3.obj,2,0,random,1,327,3.1023,395
fig3.obj,2,0,random,2,2,3.1023,397
fig3.obj,2,0,random,3,0,3.1023,398
fig3.obj,2,0,heuristic,1,327,3.1023,405
fig3.obj,2,0,heuristic,2,2,3.1023,401
fig3.obj,2,0,heuristic,3,0,3.1023,401
fig3.obj,3,0,start,0,-1,0.0613684,-1
fig3.obj,3,0,edge order,1,331,0.0613114,386
fig3.obj,3,0,edge order,2,1,0.0613114,388
fig3.obj,3,0,edge order,3,0,0.0613114,388
fig3.obj,3,0,greedy,1,330,0.0613115,393
fig3.obj,3,0,greedy,2,2,0.0613114,392
fig3.obj,3,0,greedy,3,0,0.0613114,390
fig3.obj,3,0,random,1,330,0.0613115,390
fig3.obj,3,0,random,2,2,0.0613114,393
fig3.obj,3,0,random,3,0,0.0613114,392
fig3.obj,3,0,heuristic,1,330,0.0613115,400
fig3.obj,3,0,heuristic,2,2,0.0613114,397
fig3.obj,3,0,heuristic,3,0,0.0613114,397
fig3.obj,4,0,start,0,1,1.14508,-1
fig3.obj,4,0,edge order,1,935,1.14496,482
fig3.obj,4,0,edge order,2,13,1.14496,482
fig3.obj,4,0,edge order,3,0,1.14496,482
fig3.obj,4,0,greedy,1,929,1.14496,512
fig3.obj,4,0,greedy,2,19,1.14496,484
fig3.obj,4,0,greedy,3,0,1.14496,483
fig3.obj,4,0,random,1,931,1.14496,489
fig3.obj,4,0,random,2,15,1.14496,485
fig3.obj,4,0,random,3,0,1.14496,486
fig3.obj,4,0,heuristic,1,929,1.14496,517
fig3.obj,4,0,heuristic,2,19,1.14496,491
fig3.obj,4,0,heuristic,3,0,1.14496,490
fig3.obj,4,0,start,0,3,1.14503,-1
fig3.obj,4,0,edge order,1,919,1.14492,485
fig3.obj,4,0,edge order,2,17,1.14492,482
fig3.obj,4,0,edge order,3,0,1.14492,482
fig3.obj,4,0,greedy,1,916,1.14492,510
fig3.obj,4,0,greedy,2,19,1.14492,485
fig3.obj,4,0,greedy,3,1,1.14492,484
fig3.obj,4,0,greedy,4,0,1.14492,484
fig3.obj,4,0,random,1,913,1.14492,490
fig3.obj,4,0,random,2,13,1.14492,486
fig3.obj,4,0,random,3,0,1.14492,487
fig3.obj,4,0,heuristic,1,916,1.14492,518
fig3.obj,4,0,heuristic,2,19,1.14492,493
fig3.obj,4,0,heuristic,3,1,1.14492,492
fig3.obj,4,0,heuristic,4,0,1.14492,491
fig3.obj,4,0,start,0,10,1.14502,-1
fig3.obj,4,0,edge order,1,906,1.14492,483
fig3.obj,4,0,edge order,2,5,1.14492,483
fig3.obj,4,0,edge order,3,0,1.14492,482
fig3.obj,4,0,greedy,1,902,1.14492,509
fig3.obj,4,0,greedy,2,9,1.14492,483
fig3.obj,4,0,greedy,3,1,1.14492,483
fig3.obj,4,0,greedy,4,0,1.14492,484
fig3.obj,4,0,random,1,906,1.14492,489
fig3.obj,4,0,random,2,9,1.14492,486
fig3.obj,4,0,random,3,1,1.14492,486
fig3.obj,4,0,random,4,0,1.14492,485
fig3.obj,4,0,heuristic,1,902,1.14492,516
fig3.obj,4,0,heuristic,2,9,1.14492,490
fig3.obj,4,0,heuristic,3,1,1.14492,490
fig3.obj,4,0,heuristic,4,0,1.14492,492
fig3.obj,4,1,start,0,1,0.519988,-1
fig3.obj,4,1,edge order,1,1263,0.519872,478
fig3.obj,4,1,edge order,2,34,0.51987,474
fig3.obj,4,1,edge order,3,0,0.51987,474
fig3.obj,4,1,greedy,1,1249,0.519871,513
fig3.obj,4,1,greedy,2,48,0.519869,479
fig3.obj,4,1,greedy,3,2,0.519869,477
fig3.obj,4,1,greedy,4,1,0.519869,477
fig3.obj,4,1,greedy,5,0,0.519869,476
fig3.obj,4,1,random,1,1262,0.51987,485
fig3.obj,4,1,random,2,26,0.519869,480
fig3.obj,4,1,random,3,1,0.519869,479
fig3.obj,4,1,random,4,0,0.519869,479
fig3.obj,4,1,heuristic,1,1249,0.519871,521
fig3.obj,4,1,heuristic,2,48,0.519869,487
fig3.obj,4,1,heuristic,3,2,0.519869,483
fig3.obj,4,1,heuristic,4,1,0.519869,484
fig3.obj,4,1,heuristic,5,0,0.519869,483
fig3.obj,4,1,start,0,3,0.519548,-1
fig3.obj,4,1,edge order,1,1249,0.519439,477
fig3.obj,4,1,edge order,2,31,0.519438,474
fig3.obj,4,1,edge order,3,0,0.519438,474
fig3.obj,4,1,greedy,1,1233,0.519438,514
fig3.obj,4,1,greedy,2,47,0.519437,480
fig3.obj,4,1,greedy,3,3,0.519437,476
fig3.obj,4,1,greedy,4,0,0.519437,477
fig3.obj,4,1,random,1,1239,0.519444,485
fig3.obj,4,1,random,2,23,0.519444,479
fig3.obj,4,1,random,3,0,0.519444,480
fig3.obj,4,1,heuristic,1,1233,0.519438,521
fig3.obj,4,1,heuristic,2,47,0.519437,485
fig3.obj,4,1,heuristic,3,3,0.519437,483
fig3.obj,4,1,heuristic,4,0,0.519437,483
fig3.obj,4,1,start,0,10,0.519476,-1
fig3.obj,4,1,edge order,1,1189,0.519382,477
fig3.obj,4,1,edge order,2,27,0.519382,474
fig3.obj,4,1,edge order,3,0,0.519382,474
fig3.obj,4,1,greedy,1,1171,0.519382,511
fig3.obj,4,1,greedy,2,44,0.519381,478
fig3.obj,4,1,greedy,3,0,0.519381,476
fig3.obj,4,1,random,1,1186,0.519382,482
fig3.obj,4,1,random,2,29,0.519381,480
fig3.obj,4,1,random,3,0,0.519381,479
fig3.obj,4,1,heuristic,1,1171,0.519382,520
fig3.obj,4,1,heuristic,2,44,0.519381,486
fig3.obj,4,1,heuristic,3,0,0.519381,484
fig3.obj,3,1,start,0,-1,2.58604,-1
fig3.obj,3,1,edge order,1,323,2.58602,381
fig3.obj,3,1,edge order,2,1,2.58602,385
fig3.obj,3,1,edge order,3,0,2.58602,383
fig3.obj,3,1,greedy,1,322,2.58602,389
fig3.obj,3,1,greedy,2,2,2.58602,387
fig3.obj,3,1,greedy,3,0,2.58602,386
fig3.obj,3,1,random,1,322,2.58602,386
fig3.obj,3,1,random,2,2,2.58602,387
fig3.obj,3,1,random,3,0,2.58602,388
fig3.obj,3,1,heuristic,1,322,2.58602,396
fig3.obj,3,1,heuristic,2,2,2.58602,394
fig3.obj,3,1,heuristic,3,0,2.58602,393
fig7.obj,2,0,start,0,-1,10.6823,-1
fig7.obj,2,0,edge order,1,732,10.6823,10452
fig7.obj,2,0,edge order,2,15,10.6823,10440
fig7.obj,2,0,edge order,3,1,10.6823,10440
fig7.obj,2,0,edge order,4,0,10.6823,10431
fig7.obj,2,0,greedy,1,721,10.6823,10481
fig7.obj,2,0,greedy,2,22,10.6823,10463
fig7.obj,2,0,greedy,3,5,10.6823,10469
fig7.obj,2,0,greedy,4,0,10.6823,10474
fig7.obj,2,0,random,1,732,10.6823,11110
fig7.obj,2,0,random,2,16,10.6823,11133
fig7.obj,2,0,random,3,0,10.6823,11143
fig7.obj,2,0,heuristic,1,721,10.6823,10620
fig7.obj,2,0,heuristic,2,22,10.6823,10637
fig7.obj,2,0,heuristic,3,5,10.6823,10632
fig7.obj,2,0,heuristic,4,0,10.6823,10642
fig7.obj,3,0,start,0,-1,4.39911,-1
fig7.obj,3,0,edge order,1,758,4.3991,10291
fig7.obj,3,0,edge order,2,15,4.3991,10302
fig7.obj,3,0,edge order,3,1,4.3991,10326
fig7.obj,3,0,edge order,4,0,4.3991,10328
fig7.obj,3,0,greedy,1,747,4.3991,10335
fig7.obj,3,0,greedy,2,22,4.3991,10364
fig7.obj,3,0,greedy,3,5,4.3991,10360
fig7.obj,3,0,greedy,4,0,4.3991,10351
fig7.obj,3,0,random,1,762,4.3991,11008
fig7.obj,3,0,random,2,12,4.3991,11044
fig7.obj,3,0,random,3,0,4.3991,11065
fig7.obj,3,0,heuristic,1,747,4.3991,10506
fig7.obj,3,0,heuristic,2,22,4.3991,10538
fig7.obj,3,0,heuristic,3,5,4.3991,10529
fig7.obj,3,0,heuristic,4,0,4.3991,10504
fig7.obj,4,0,start,0,1,5.39638,-1
fig7.obj,4,0,edge order,1,9219,5.39634,13408
fig7.obj,4,0,edge order,2,844,5.39634,13360
fig7.obj,4,0,edge order,3,153,5.39633,13336
fig7.obj,4,0,edge order,4,26,5.39633,13367
fig7.obj,4,0,edge order,5,2,5.39633,13366
fig7.obj,4,0,edge order,6,1,5.39633,13353
fig7.obj,4,0,edge order,7,0,5.39633,13363
fig7.obj,4,0,greedy,1,8699,5.39635,13681
fig7.obj,4,0,greedy,2,947,5.39634,13479
fig7.obj,4,0,greedy,3,379,5.39634,13441
fig7.obj,4,0,greedy,4,169,5.39634,13447
fig7.obj,4,0,greedy,5,68,5.39633,13405
fig7.obj,4,0,greedy,6,27,5.39633,13420
fig7.obj,4,0,greedy,7,13,5.39633,13408
fig7.obj,4,0,greedy,8,1,5.39633,13416
fig7.obj,4,0,greedy,9,0,5.39633,13407
fig7.obj,4,0,random,1,9246,5.39634,14208
fig7.obj,4,0,random,2,754,5.39634,14142
fig7.obj,4,0,random,3,190,5.39634,14160
fig7.obj,4,0,random,4,37,5.39634,14141
fig7.obj,4,0,random,5,8,5.39634,14180
fig7.obj,4,0,random,6,1,5.39634,14147
fig7.obj,4,0,random,7,0,5.39634,14157
fig7.obj,4,0,heuristic,1,8699,5.39635,13825
fig7.obj,4,0,heuristic,2,947,5.39634,13609
fig7.obj,4,0,heuristic,3,379,5.39634,13566
fig7.obj,4,0,heuristic,4,169,5.39634,13562
fig7.obj,4,0,heuristic,5,68,5.39633,13581
fig7.obj,4,0,heuristic,6,27,5.39633,13571
fig7.obj,4,0,heuristic,7,13,5.39633,13582
fig7.obj,4,0,heuristic,8,1,5.39633,13616
fig7.obj,4,0,heuristic,9,0,5.39633,13584
fig7.obj,4,0,start,0,3,5.3934,-1
fig7.obj,4,0,edge order,1,6962,5.39337,13337
fig7.obj,4,0,edge order,2,142,5.39337,13347
fig7.obj,4,0,edge order,3,3,5.39337,13353
fig7.obj,4,0,edge order,4,0,5.39337,13367
fig7.obj,4,0,greedy,1,6837,5.39338,13591
fig7.obj,4,0,greedy,2,214,5.39337,13408
fig7.obj,4,0,greedy,3,40,5.39337,13417
fig7.obj,4,0,greedy,4,9,5.39337,13388
fig7.obj,4,0,greedy,5,2,5.39337,13387
fig7.obj,4,0,greedy,6,1,5.39337,13404
fig7.obj,4,0,greedy,7,0,5.39337,13392
fig7.obj,4,0,random,1,6951,5.39337,14147
fig7.obj,4,0,random,2,113,5.39337,14142
fig7.obj,4,0,random,3,12,5.39337,14149
fig7.obj,4,0,random,4,0,5.39337,14121
fig7.obj,4,0,heuristic,1,6837,5.39338,13769
fig7.obj,4,0,heuristic,2,214,5.39337,13559
fig7.obj,4,0,heuristic,3,40,5.39337,13572
fig7.obj,4,0,heuristic,4,9,5.39337,13574
fig7.obj,4,0,heuristic,5,2,5.39337,13570
fig7.obj,4,0,heuristic,6,1,5.39337,13570
fig7.obj,4,0,heuristic,7,0,5.39337,13559
fig7.obj,4,0,start,0,10,5.39327,-1
fig7.obj,4,0,edge order,1,6342,5.39325,13321
fig7.obj,4,0,edge order,2,71,5.39325,13304
fig7.obj,4,0,edge order,3,0,5.39325,13323
fig7.obj,4,0,greedy,1,6275,5.39325,13564
fig7.obj,4,0,greedy,2,116,5.39325,13376
fig7.obj,4,0,greedy,3,20,5.39325,13385
fig7.obj,4,0,greedy,4,1,5.39325,13392
fig7.obj,4,0,greedy,5,0,5.39325,13394
fig7.obj,4,0,random,1,6347,5.39325,14164
fig7.obj,4,0,random,2,60,5.39325,14117
fig7.obj,4,0,random,3,4,5.39325,14154
fig7.obj,4,0,random,4,0,5.39325,14119
fig7.obj,4,0,heuristic,1,6275,5.39325,13701
fig7.obj,4,0,heuristic,2,116,5.39325,13581
fig7.obj,4,0,heuristic,3,20,5.39325,13563
fig7.obj,4,0,heuristic,4,1,5.39325,13586
fig7.obj,4,0,heuristic,5,0,5.39325,13586
fig7.obj,4,1,start,0,1,0.0747425,-1
fig7.obj,4,1,edge order,1,9744,0.0747373,13506
fig7.obj,4,1,edge order,2,38,0.0747373,13498
fig7.obj,4,1,edge order,3,1,0.0747373,13510
fig7.obj,4,1,edge order,4,0,0.0747373,13484
fig7.obj,4,1,greedy,1,9711,0.0747373,13790
fig7.obj,4,1,greedy,2,56,0.0747373,13522
fig7.obj,4,1,greedy,3,13,0.0747373,13550
fig7.obj,4,1,greedy,4,2,0.0747373,13545
fig7.obj,4,1,greedy,5,0,0.0747373,13566
fig7.obj,4,1,random,1,9749,0.0747373,14326
fig7.obj,4,1,random,2,26,0.0747373,14267
fig7.obj,4,1,random,3,2,0.0747373,14279
fig7.obj,4,1,random,4,0,0.0747373,14265
fig7.obj,4,1,heuristic,1,9711,0.0747373,13971
fig7.obj,4,1,heuristic,2,56,0.0747373,13724
fig7.obj,4,1,heuristic,3,13,0.0747373,13712
fig7.obj,4,1,heuristic,4,2,0.0747373,13730
fig7.obj,4,1,heuristic,5,0,0.0747373,13715
fig7.obj,4,1,start,0,3,0.0589891,-1
fig7.obj,4,1,edge order,1,8795,0.0589864,13498
fig7.obj,4,1,edge order,2,27,0.0589864,13525
fig7.obj,4,1,edge order,3,0,0.0589864,13498
fig7.obj,4,1,greedy,1,8756,0.0589865,13798
fig7.obj,4,1,greedy,2,53,0.0589864,13558
fig7.obj,4,1,greedy,3,11,0.0589864,13574
fig7.obj,4,1,greedy,4,2,0.0589864,13593
fig7.obj,4,1,greedy,5,0,0.0589864,13578
fig7.obj,4,1,random,1,8793,0.0589864,14310
fig7.obj,4,1,random,2,28,0.0589864,14329
fig7.obj,4,1,random,3,1,0.0589864,14347
fig7.obj,4,1,random,4,0,0.0589864,14317
fig7.obj,4,1,heuristic,1,8756,0.0589865,13953
fig7.obj,4,1,heuristic,2,53,0.0589864,13735
fig7.obj,4,1,heuristic,3,11,0.0589864,13734
fig7.obj,4,1,heuristic,4,2,0.0589864,13728
fig7.obj,4,1,heuristic,5,0,0.0589864,13761
fig7.obj,4,1,start,0,10,0.0491106,-1
fig7.obj,4,1,edge order,1,8500,0.0491015,13507
fig7.obj,4,1,edge order,2,44,0.049101,13523
fig7.obj,4,1,edge order,3,2,0.0491008,13472
fig7.obj,4,1,edge order,4,1,0.0491008,13501
fig7.obj,4,1,edge order,5,0,0.0491008,13536
fig7.obj,4,1,greedy,1,8452,0.0491021,13755
fig7.obj,4,1,greedy,2,72,0.0491011,13565
fig7.obj,4,1,greedy,3,20,0.0491007,13549
fig7.obj,4,1,greedy,4,4,0.0491007,13580
fig7.obj,4,1,greedy,5,0,0.0491007,13566
fig7.obj,4,1,random,1,8494,0.0491012,14372
fig7.obj,4,1,random,2,47,0.0491009,14328
fig7.obj,4,1,random,3,0,0.0491009,14308
fig7.obj,4,1,heuristic,1,8452,0.0491021,13923
fig7.obj,4,1,heuristic,2,72,0.0491011,13754
fig7.obj,4,1,heuristic,3,20,0.0491007,13748
fig7.obj,4,1,heuristic,4,4,0.0491007,13747
fig7.obj,4,1,heuristic,5,0,0.0491007,13732
fig7.obj,3,1,start,0,-1,0.737367,-1
fig7.obj,3,1,edge order,1,728,0.737367,10004
fig7.obj,3,1,edge order,2,14,0.737367,10024
fig7.obj,3,1,edge order,3,1,0.737367,10020
fig7.obj,3,1,edge order,4,0,0.737367,10024
fig7.obj,3,1,greedy,1,717,0.737367,10089
fig7.obj,3,1,greedy,2,21,0.737367,10068
fig7.obj,3,1,greedy,3,5,0.737367,10058
fig7.obj,3,1,greedy,4,0,0.737367,10076
fig7.obj,3,1,random,1,729,0.737367,10843
fig7.obj,3,1,random,2,13,0.737367,10809
fig7.obj,3,1,random,3,0,0.737367,10826
fig7.obj,3,1,heuristic,1,717,0.737367,10214
fig7.obj,3,1,heuristic,2,21,0.737367,10249
fig7.obj,3,1,heuristic,3,5,0.737367,10219
fig7.obj,3,1,heuristic,4,0,0.737367,10246
fig15.obj,2,0,start,0,-1,6.30999,-1
fig15.obj,2,0,edge order,1,27480,6.30747,2910
fig15.obj,2,0,edge order,2,6627,6.30703,3068
